date,home,away,rushing_yards_opp_homeAvg,rushing_yards_homeAvg
1/1/2006,Chiefs,Bengals,107.128911,145.9331935
1/1/2006,Jaguars,Titans,106.4217608,118.5150256
1/7/2006,Buccaneers,Redskins,100.8936564,108.6651562
1/7/2006,Patriots,Jaguars,90.571772,103.7314895
1/8/2006,Giants,Panthers,112.7812005,133.3340243
1/8/2006,Bengals,Steelers,106.4816081,125.862868
1/14/2006,Seahawks,Redskins,97.03673671,155.4031904
1/14/2006,Broncos,Patriots,84.32657783,158.3045266
1/15/2006,Colts,Steelers,113.0529515,106.710031
1/15/2006,Bears,Panthers,100.6817298,127.4441322
1/22/2006,Broncos,Steelers,83.92684589,158.550062
1/22/2006,Seahawks,Panthers,93.20871849,151.7121351
2/5/2006,Steelers,Seahawks,83.9931877,139.3838632
9/7/2006,Steelers,Dolphins,84.43385623,135.6022942
9/10/2006,Packers,Bears,131.365993,87.83315033
9/10/2006,Buccaneers,Ravens,98.22513122,112.338629
9/10/2006,Lions,Seahawks,123.3233385,93.44493759
9/10/2006,Panthers,Falcons,90.7760698,116.6525838
9/10/2006,Chiefs,Bengals,105.8486106,145.6128366
9/10/2006,Texans,Eagles,136.6346012,117.8364878
9/10/2006,Browns,Saints,140.8242467,97.32506461
9/10/2006,Titans,Jets,120.8063781,94.03961504
9/10/2006,Rams,Broncos,147.1919968,96.04063431
9/10/2006,Patriots,Bills,94.52557482,99.07963102
9/10/2006,Giants,Colts,105.3390585,140.2889364
9/10/2006,Jaguars,Cowboys,106.5954903,123.3314093
9/10/2006,Cardinals,49ers,106.3898713,68.56593764
9/11/2006,Raiders,Chargers,123.9123179,91.92252341
9/11/2006,Redskins,Vikings,101.5560686,134.0986177
9/17/2006,Dolphins,Bills,111.882368,118.8824468
9/17/2006,Broncos,Chiefs,84.84834865,148.315734
9/17/2006,Falcons,Buccaneers,130.9999082,155.6004472
9/17/2006,Vikings,Panthers,112.4314069,92.4698268
9/17/2006,Jets,Patriots,135.8910768,86.02797827
9/17/2006,49ers,Rams,116.2073043,108.9395131
9/17/2006,Seahawks,Cardinals,92.22131413,152.3109593
9/17/2006,Eagles,Giants,117.9376249,92.80955144
9/17/2006,Cowboys,Redskins,109.8204031,116.1045821
9/17/2006,Packers,Saints,127.9988906,86.21774282
9/17/2006,Ravens,Raiders,99.42612979,103.5835031
9/17/2006,Bears,Lions,105.9743628,128.8264511
9/17/2006,Bengals,Browns,117.1974097,115.6285911
9/17/2006,Chargers,Titans,86.09366059,128.0807397
9/17/2006,Colts,Texans,113.1694263,96.82234969
9/18/2006,Jaguars,Steelers,107.5938232,119.7805209
9/24/2006,Patriots,Broncos,95.33796074,113.9576572
9/24/2006,Dolphins,Titans,118.6963441,102.1524186
9/24/2006,Browns,Ravens,142.4153847,92.32950901
9/24/2006,Cardinals,Rams,100.8654352,75.01634456
9/24/2006,Texans,Redskins,139.0728968,105.4726001
9/24/2006,Vikings,Bears,110.3320093,91.46390551
9/24/2006,Bills,Jets,145.2286109,98.87199221
9/24/2006,Steelers,Bengals,78.01891833,138.2334715
9/24/2006,Colts,Jaguars,128.5417569,88.39773233
9/24/2006,Buccaneers,Panthers,98.47649064,92.3268088
9/24/2006,Lions,Packers,121.334333,81.05330637
9/24/2006,49ers,Eagles,109.0875035,109.017955
9/24/2006,Seahawks,Giants,81.14042523,142.4053287
9/25/2006,Saints,Falcons,121.891267,115.4694898
10/1/2006,Bengals,Patriots,105.8385255,123.7555437
10/1/2006,Titans,Cowboys,137.6346033,85.58688252
10/1/2006,Ravens,Chargers,74.76266418,109.6613499
10/1/2006,Bills,Vikings,135.6958838,98.99864323
10/1/2006,Texans,Dolphins,136.821533,105.0406877
10/1/2006,Panthers,Saints,131.177861,102.6527283
10/1/2006,Raiders,Browns,144.2910626,86.71683094
10/1/2006,Jets,Colts,130.0467868,79.48838706
10/1/2006,Falcons,Cardinals,103.1335077,198.9146122
10/1/2006,Redskins,Jaguars,108.2312104,117.6944784
10/1/2006,Bears,Seahawks,94.83079442,118.5856908
10/1/2006,Chiefs,49ers,103.0765512,141.8425326
10/1/2006,Rams,Lions,142.144135,105.2823494
10/2/2006,Eagles,Packers,103.8215107,101.3603531
10/8/2006,Colts,Titans,135.9636598,90.34703985
10/8/2006,Giants,Redskins,102.5261994,134.135755
10/8/2006,Patriots,Dolphins,96.26743335,111.7372126
10/8/2006,Panthers,Browns,120.5903171,103.4318019
10/8/2006,Packers,Rams,109.0701541,80.81274823
10/8/2006,Cardinals,Chiefs,101.5652952,77.29234684
10/8/2006,Chargers,Steelers,80.4584596,161.2123968
10/8/2006,Saints,Buccaneers,112.5610433,109.2224953
10/8/2006,Vikings,Lions,100.2560613,99.72832139
10/8/2006,49ers,Raiders,115.8837765,113.9957342
10/8/2006,Eagles,Cowboys,106.8631917,109.7126466
10/8/2006,Bears,Bills,93.5187596,109.7338008
10/8/2006,Jaguars,Jets,84.24531335,123.7683262
10/9/2006,Broncos,Ravens,100.2875612,152.552378
10/15/2006,Broncos,Raiders,92.96028536,152.5496476
10/15/2006,Buccaneers,Bengals,132.310072,78.6837219
10/15/2006,Falcons,Giants,109.722426,186.3151141
10/15/2006,49ers,Chargers,117.799116,112.03803
10/15/2006,Lions,Bills,107.7393107,80.37133646
10/15/2006,Jets,Dolphins,138.1190316,87.15919973
10/15/2006,Ravens,Panthers,80.20802099,98.6667624
10/15/2006,Redskins,Titans,91.0980895,138.2451798
10/15/2006,Saints,Eagles,119.9700488,102.5895022
10/15/2006,Rams,Seahawks,130.1742725,99.90780753
10/15/2006,Cowboys,Texans,97.24657342,132.3957966
10/15/2006,Steelers,Chiefs,84.26325481,129.0340996
10/16/2006,Cardinals,Bears,124.7175284,70.7492681
10/22/2006,Bills,Patriots,120.7644626,101.786208
10/22/2006,Browns,Broncos,144.4702213,80.89738997
10/22/2006,Seahawks,Vikings,84.30606387,128.5253677
10/22/2006,Bengals,Panthers,134.5653236,109.4951793
10/22/2006,Raiders,Cardinals,142.7601314,105.4046202
10/22/2006,Buccaneers,Eagles,135.7586334,92.38758303
10/22/2006,Dolphins,Packers,98.40882423,98.20963562
10/22/2006,Texans,Jaguars,140.4545082,92.96890629
10/22/2006,Chiefs,Chargers,103.4210256,123.8332134
10/22/2006,Jets,Lions,145.3177438,92.99073189
10/22/2006,Colts,Redskins,135.9982576,99.19721578
10/22/2006,Falcons,Steelers,98.67343717,197.1530586
10/23/2006,Cowboys,Giants,90.28997774,134.9483812
10/29/2006,Eagles,Jaguars,110.3784415,104.8776947
10/29/2006,Panthers,Cowboys,109.2109386,108.4205438
10/29/2006,Giants,Buccaneers,114.7592054,148.3994949
10/29/2006,Browns,Jets,141.6044197,82.76342678
10/29/2006,Raiders,Steelers,143.2740841,103.2480986
10/29/2006,Saints,Ravens,129.5723314,108.6501289
10/29/2006,Bengals,Falcons,133.9613571,102.2681581
10/29/2006,Titans,Texans,154.2129877,98.48174471
10/29/2006,Packers,Cardinals,114.3276354,88.55981289
10/29/2006,Broncos,Colts,95.21667589,144.5671475
10/29/2006,Chiefs,Seahawks,119.9168811,112.0120002
10/29/2006,Chargers,Rams,76.12005957,146.9386569
10/29/2006,Bears,49ers,88.16084212,118.6945701
10/30/2006,Vikings,Patriots,86.07335641,101.4114326
11/5/2006,49ers,Vikings,118.3417816,116.6443261
11/5/2006,Bears,Dolphins,85.65902555,107.6325807
11/5/2006,Giants,Texans,110.3094493,148.947665
11/5/2006,Buccaneers,Saints,136.6934606,98.03628966
11/5/2006,Rams,Chiefs,130.0557546,96.81901279
11/5/2006,Patriots,Colts,85.07374705,120.4571106
11/5/2006,Steelers,Broncos,93.5056763,123.5081751
11/5/2006,Redskins,Cowboys,109.4939575,130.5448798
11/5/2006,Bills,Packers,120.4429163,98.4104595
11/5/2006,Ravens,Bengals,82.45148805,98.04485503
11/5/2006,Lions,Falcons,107.5241734,80.1350516
11/5/2006,Chargers,Browns,83.30637372,138.4161869
11/5/2006,Jaguars,Titans,100.5115856,119.0128238
11/6/2006,Seahawks,Raiders,92.92657707,115.0275708
11/12/2006,Jaguars,Texans,98.13430059,128.5840207
11/12/2006,Cardinals,Cowboys,107.9717064,67.43475249
11/12/2006,Dolphins,Chiefs,106.1110005,97.02732001
11/12/2006,Falcons,Browns,106.7980737,189.9810493
11/12/2006,Raiders,Broncos,127.6661764,105.3601081
11/12/2006,Lions,49ers,119.8057028,83.78815871
11/12/2006,Patriots,Jets,78.71826638,116.8433728
11/12/2006,Colts,Bills,154.0284665,104.85028
11/12/2006,Vikings,Packers,78.34739725,103.0451118
11/12/2006,Giants,Bears,102.386766,145.171454
11/12/2006,Seahawks,Rams,102.9302117,108.3209077
11/12/2006,Titans,Ravens,151.9800796,110.5888575
11/12/2006,Eagles,Redskins,109.8810109,118.1568239
11/12/2006,Steelers,Saints,92.62600716,118.9945441
11/12/2006,Bengals,Chargers,125.9179503,99.48068323
11/13/2006,Panthers,Buccaneers,110.0407856,102.9085184
11/19/2006,Jets,Bears,143.2337811,108.5212067
11/19/2006,Packers,Patriots,106.9685956,114.9270387
11/19/2006,Eagles,Titans,119.7833074,116.1180214
11/19/2006,Panthers,Rams,116.1151358,100.5059465
11/19/2006,Saints,Bengals,120.5107911,92.12081392
11/19/2006,Cardinals,Lions,118.6720982,69.38738957
11/19/2006,Chiefs,Raiders,109.74652,131.2466745
11/19/2006,49ers,Seahawks,123.3974291,110.1358372
11/19/2006,Buccaneers,Redskins,126.3065753,87.45315401
11/19/2006,Browns,Steelers,141.8740951,85.18123981
11/19/2006,Cowboys,Colts,92.66965923,132.1972998
11/19/2006,Texans,Bills,132.7944808,94.16195899
11/19/2006,Ravens,Falcons,77.33524683,103.9187744
11/19/2006,Dolphins,Vikings,104.5448382,104.7839926
11/19/2006,Broncos,Chargers,88.34413159,148.9691425
11/20/2006,Jaguars,Giants,99.63448222,134.0834467
11/23/2006,Lions,Dolphins,133.7402975,86.78777014
11/23/2006,Chiefs,Broncos,110.7411911,125.0861371
11/23/2006,Cowboys,Buccaneers,91.99742874,132.1413887
11/26/2006,Browns,Bengals,142.9762406,85.28987748
11/26/2006,Falcons,Saints,105.1573749,184.6434934
11/26/2006,Redskins,Panthers,111.5876821,130.4368032
11/26/2006,Patriots,Bears,78.17332621,124.6217098
11/26/2006,Rams,49ers,146.2013474,101.1963406
11/26/2006,Chargers,Raiders,90.28494012,147.5640339
11/26/2006,Titans,Giants,143.6945297,115.9528561
11/26/2006,Jets,Texans,142.915499,108.816813
11/26/2006,Ravens,Steelers,85.26491766,98.80868138
11/26/2006,Bills,Jaguars,122.5949481,97.94496859
11/26/2006,Vikings,Cardinals,71.62062679,105.1848163
11/26/2006,Colts,Eagles,149.9679474,101.5468973
11/27/2006,Seahawks,Packers,100.5534595,120.7438584
11/30/2006,Bengals,Ravens,120.4381903,103.4616989
12/3/2006,Dolphins,Jaguars,102.1985602,95.07238025
12/3/2006,Packers,Jets,106.9932367,102.8609882
12/3/2006,Raiders,Texans,135.5884597,98.88835781
12/3/2006,Redskins,Falcons,119.2627675,122.4990426
12/3/2006,Steelers,Buccaneers,97.56808717,122.7216085
12/3/2006,Titans,Colts,142.8727827,125.6423722
12/3/2006,Giants,Cowboys,108.5583928,131.3567373
12/3/2006,Broncos,Seahawks,88.497564,140.6326055
12/3/2006,Rams,Cardinals,156.178803,94.05645464
12/3/2006,Bills,Chargers,128.6082807,95.33479633
12/3/2006,Bears,Vikings,104.2740925,116.4779555
12/3/2006,Patriots,Lions,74.82058622,124.8819713
12/3/2006,Browns,Chiefs,136.7703486,85.62870153
12/3/2006,Saints,49ers,129.3151414,92.70611392
12/4/2006,Eagles,Panthers,130.7284742,121.4698131
12/7/2006,Steelers,Browns,99.02175913,113.7271104
12/10/2006,Buccaneers,Falcons,116.3398639,97.14842551
12/10/2006,Chiefs,Ravens,106.5093881,141.5700135
12/10/2006,Panthers,Giants,107.2797504,111.9294829
12/10/2006,Jets,Bills,133.7310561,102.1230539
12/10/2006,Cowboys,Saints,93.00569707,130.620461
12/10/2006,Redskins,Eagles,118.5603128,124.6527708
12/10/2006,49ers,Packers,115.8728339,137.4760424
12/10/2006,Texans,Titans,114.9655525,100.2281084
12/10/2006,Lions,Vikings,136.3023226,79.17103743
12/10/2006,Dolphins,Patriots,93.70625066,103.5084435
12/10/2006,Bengals,Raiders,113.9251453,102.1203564
12/10/2006,Cardinals,Seahawks,117.0684473,69.75240297
12/10/2006,Jaguars,Colts,93.93253513,141.7450298
12/10/2006,Chargers,Broncos,96.64350633,144.4491477
12/11/2006,Rams,Bears,156.7207004,97.01044399
12/14/2006,Seahawks,49ers,116.3929222,125.2201346
12/16/2006,Falcons,Cowboys,111.3805912,193.4958086
12/17/2006,Raiders,Rams,133.2360413,99.34850817
12/17/2006,Panthers,Steelers,106.3832449,111.1329898
12/17/2006,Saints,Redskins,134.6439115,101.2709997
12/17/2006,Vikings,Jets,61.40479216,118.9212805
12/17/2006,Packers,Lions,123.797159,102.9099324
12/17/2006,Chargers,Chiefs,93.71019593,149.3276827
12/17/2006,Cardinals,Broncos,115.6155687,76.32315426
12/17/2006,Bills,Dolphins,141.9067329,90.14660208
12/17/2006,Giants,Eagles,109.9405099,132.2912956
12/17/2006,Titans,Jaguars,139.3668151,132.7609571
12/17/2006,Ravens,Browns,78.61350619,100.3160209
12/17/2006,Bears,Buccaneers,110.6435282,115.8311646
12/17/2006,Patriots,Texans,81.1220539,117.9060275
12/18/2006,Colts,Bengals,155.5158486,111.498481
12/21/2006,Packers,Vikings,125.2654199,107.0898844
12/23/2006,Raiders,Chiefs,133.7926822,95.27646429
12/24/2006,Falcons,Panthers,108.295528,189.3178764
12/24/2006,Browns,Buccaneers,146.1559644,80.53080321
12/24/2006,Giants,Saints,104.1150796,132.0856273
12/24/2006,Steelers,Ravens,93.96636118,125.1041787
12/24/2006,Seahawks,Chargers,116.8574235,123.9427005
12/24/2006,49ers,Cardinals,123.0697618,131.8487768
12/24/2006,Jaguars,Patriots,87.31233945,163.5571373
12/24/2006,Lions,Bears,135.6337389,71.1196683
12/24/2006,Broncos,Bengals,105.2863742,137.167694
12/24/2006,Texans,Colts,122.2019068,103.7187992
12/24/2006,Bills,Titans,141.0524287,97.7961413
12/24/2006,Rams,Redskins,156.9846589,99.6275836
12/25/2006,Cowboys,Eagles,100.8471977,128.2907129
12/25/2006,Dolphins,Jets,99.95012697,102.7869222
12/30/2006,Redskins,Giants,124.3186053,137.6037574
12/31/2006,Buccaneers,Seahawks,116.7308422,92.35651176
12/31/2006,Bears,Packers,105.5608005,121.5566254
12/31/2006,Texans,Browns,120.5737707,103.578798
12/31/2006,Bengals,Steelers,106.5741424,103.6199037
12/31/2006,Ravens,Bills,81.70227993,102.7766131
12/31/2006,Saints,Panthers,135.5785468,103.6261229
12/31/2006,Vikings,Rams,57.03358116,118.4237981
12/31/2006,Jets,Raiders,132.3108522,108.0272717
12/31/2006,Broncos,49ers,105.2798573,135.1181331
12/31/2006,Titans,Patriots,143.1090504,132.9726971
12/31/2006,Eagles,Falcons,141.4723053,122.8798532
12/31/2006,Chargers,Cardinals,99.25187024,157.8934074
12/31/2006,Colts,Dolphins,173.4371448,105.1947658
12/31/2006,Cowboys,Lions,102.4970487,125.968515
12/31/2006,Chiefs,Jaguars,123.2348323,134.6597446
1/6/2007,Seahawks,Cowboys,130.793033,122.3141587
1/6/2007,Colts,Chiefs,176.0581196,105.9782903
1/7/2007,Eagles,Giants,137.2481214,130.2256192
1/7/2007,Patriots,Jets,93.68514124,116.8222825
1/13/2007,Ravens,Colts,79.20709307,103.145963
1/13/2007,Saints,Eagles,131.3610244,114.7760684
1/14/2007,Chargers,Patriots,103.7752024,159.0300864
1/14/2007,Bears,Seahawks,101.4261432,121.5782339
1/21/2007,Colts,Patriots,163.9529885,114.5538768
1/21/2007,Bears,Saints,100.9332386,122.5484763
2/4/2007,Bears,Colts,103.3754008,122.2080046
9/6/2007,Colts,Saints,154.2868959,116.0102976
9/9/2007,Browns,Steelers,147.4101282,80.22216145
9/9/2007,Jaguars,Titans,85.83528319,165.8475532
9/9/2007,Rams,Panthers,149.9179003,111.4274311
9/9/2007,Chargers,Bears,103.6981182,160.5161397
9/9/2007,Bills,Broncos,145.8936064,100.0805915
9/9/2007,Jets,Patriots,128.4808003,107.6109842
9/9/2007,Packers,Eagles,115.4259815,104.5659708
9/9/2007,Redskins,Dolphins,130.3757352,140.2799447
9/9/2007,Texans,Chiefs,120.6032395,109.8946589
9/9/2007,Seahawks,Buccaneers,129.8169519,121.077527
9/9/2007,Raiders,Lions,136.1038152,93.53469904
9/9/2007,Vikings,Falcons,55.59173151,115.31218
9/9/2007,Cowboys,Giants,107.8535348,117.9148106
9/10/2007,49ers,Cardinals,121.2620703,134.1592405
9/10/2007,Bengals,Ravens,108.4906891,106.280171
9/16/2007,Jaguars,Falcons,92.10133303,162.1091058
9/16/2007,Giants,Packers,123.0063897,135.7669633
9/16/2007,Rams,49ers,145.035076,115.8839191
9/16/2007,Bears,Chiefs,105.9816762,126.5246639
9/16/2007,Ravens,Jets,77.40633307,101.6087755
9/16/2007,Lions,Vikings,126.8905647,69.86102774
9/16/2007,Titans,Colts,143.6363789,140.6534006
9/16/2007,Dolphins,Cowboys,100.8326359,109.0153939
9/16/2007,Panthers,Texans,106.6870605,105.283864
9/16/2007,Cardinals,Seahawks,115.7877593,86.08261733
9/16/2007,Broncos,Raiders,115.6090391,132.2132136
9/16/2007,Steelers,Bills,87.46597854,127.0628222
9/16/2007,Buccaneers,Saints,116.774327,98.75553401
9/16/2007,Patriots,Chargers,100.7568502,117.5124901
9/16/2007,Browns,Bengals,142.9698063,83.82997844
9/17/2007,Eagles,Redskins,145.1413796,128.1393768
9/23/2007,Bears,Cowboys,100.6003265,118.2756378
9/23/2007,Chiefs,Vikings,122.377877,118.1786824
9/23/2007,Broncos,Jaguars,115.0709605,140.3706792
9/23/2007,Redskins,Giants,125.0252568,150.3227834
9/23/2007,Falcons,Panthers,114.2200718,158.6711476
9/23/2007,Buccaneers,Rams,121.2397105,96.13510332
9/23/2007,Seahawks,Bengals,121.8242944,124.0802465
9/23/2007,Texans,Colts,111.4442987,108.3804658
9/23/2007,Ravens,Cardinals,73.08670018,102.8506324
9/23/2007,Raiders,Browns,129.0242027,92.38950883
9/23/2007,Packers,Chargers,113.1831938,90.63807421
9/23/2007,Jets,Dolphins,131.217987,96.15502123
9/23/2007,Steelers,49ers,78.802688,144.3141768
9/23/2007,Patriots,Bills,93.05860014,118.6303301
9/23/2007,Eagles,Lions,125.5872909,123.4850034
9/24/2007,Saints,Titans,139.8984785,113.0654244
9/30/2007,49ers,Seahawks,116.9583551,121.0399497
9/30/2007,Panthers,Buccaneers,104.1154147,111.3052784
9/30/2007,Giants,Eagles,119.1224,126.5420264
9/30/2007,Vikings,Packers,67.3036276,120.3576132
9/30/2007,Chargers,Chiefs,103.9036599,127.2826452
9/30/2007,Bills,Jets,155.6930694,100.5603157
9/30/2007,Dolphins,Raiders,129.2300338,91.55595192
9/30/2007,Cardinals,Steelers,106.140285,108.5816902
9/30/2007,Falcons,Texans,113.5221974,144.5114395
9/30/2007,Browns,Ravens,152.6295299,103.6966257
9/30/2007,Cowboys,Rams,101.3571788,130.2674631
9/30/2007,Lions,Bears,120.3194656,74.20614829
9/30/2007,Colts,Broncos,141.5780125,124.6117452
10/1/2007,Bengals,Patriots,134.8929739,99.81473985
10/7/2007,Broncos,Chargers,140.2942543,132.2675063
10/7/2007,49ers,Ravens,131.4501886,115.7400296
10/7/2007,Chiefs,Jaguars,120.8535917,99.52962745
10/7/2007,Saints,Panthers,132.2194719,109.4637046
10/7/2007,Titans,Falcons,119.0258474,166.8918866
10/7/2007,Packers,Bears,103.6188833,81.88100656
10/7/2007,Steelers,Seahawks,83.78528243,160.467066
10/7/2007,Texans,Dolphins,100.2912221,99.11418314
10/7/2007,Rams,Cardinals,148.7134337,104.6575824
10/7/2007,Colts,Buccaneers,126.5367105,118.8407234
10/7/2007,Redskins,Lions,123.3935021,147.0019288
10/7/2007,Patriots,Browns,89.31222668,132.3038385
10/7/2007,Giants,Jets,114.768956,120.2702743
10/8/2007,Bills,Cowboys,159.675956,101.687431
10/14/2007,Jets,Eagles,120.6386538,94.68886142
10/14/2007,Cardinals,Panthers,105.6611469,98.89944236
10/14/2007,Buccaneers,Titans,117.886052,121.979413
10/14/2007,Packers,Redskins,111.0523334,76.15684949
10/14/2007,Seahawks,Saints,120.2042805,111.9495081
10/14/2007,Ravens,Rams,76.44234423,108.7866266
10/14/2007,Chiefs,Bengals,122.079349,102.3567121
10/14/2007,Cowboys,Patriots,92.68613352,136.9630885
10/14/2007,Chargers,Raiders,99.90105679,116.6819139
10/14/2007,Bears,Vikings,101.6922517,105.6812744
10/14/2007,Jaguars,Texans,111.5808144,145.8771904
10/14/2007,Browns,Dolphins,151.3186024,101.482103
10/15/2007,Falcons,Giants,118.6794507,127.3467566
10/21/2007,Raiders,Chiefs,130.0337898,151.1576483
10/21/2007,Eagles,Bears,110.2783026,127.3035298
10/21/2007,Bills,Ravens,144.5078557,99.43669532
10/21/2007,Redskins,Cardinals,111.9604977,134.9364927
10/21/2007,Saints,Falcons,122.8730725,96.62289497
10/21/2007,Lions,Buccaneers,120.4034519,72.85260609
10/21/2007,Cowboys,Vikings,91.43412875,127.1836804
10/21/2007,Dolphins,Patriots,145.9341792,107.3850856
10/21/2007,Broncos,Steelers,153.1925051,144.9610427
10/21/2007,Seahawks,Rams,125.3365369,102.9902547
10/21/2007,Giants,49ers,107.0742416,126.0865995
10/21/2007,Texans,Titans,102.8446554,94.53970376
10/21/2007,Bengals,Jets,136.2621004,91.02172958
10/22/2007,Jaguars,Colts,96.71622676,148.8549537
10/28/2007,Jets,Bills,130.8049695,97.39258796
10/28/2007,Bears,Lions,130.4852082,100.6072507
10/28/2007,Panthers,Colts,107.4538906,115.9861821
10/28/2007,Dolphins,Giants,146.7215882,106.7718026
10/28/2007,49ers,Saints,123.5113319,105.8171884
10/28/2007,Titans,Raiders,91.5666002,142.5573466
10/28/2007,Bengals,Steelers,135.6945726,87.87229419
10/28/2007,Vikings,Eagles,62.64526775,151.7466207
10/28/2007,Rams,Browns,137.7822102,97.39162631
10/28/2007,Buccaneers,Jaguars,115.6700232,100.408177
10/28/2007,Chargers,Texans,97.11640136,128.8763948
10/28/2007,Patriots,Redskins,88.28448047,131.5977917
10/29/2007,Broncos,Packers,161.5291411,135.150209
11/4/2007,Buccaneers,Cardinals,118.8298764,101.6291095
11/4/2007,Raiders,Texans,139.2349352,126.6851442
11/4/2007,Eagles,Cowboys,110.7860551,130.9828265
11/4/2007,Titans,Panthers,83.6595022,145.58817
11/4/2007,Falcons,49ers,125.023522,117.9534327
11/4/2007,Jets,Redskins,135.2555091,95.24629601
11/4/2007,Colts,Patriots,120.0562272,136.6785112
11/4/2007,Chiefs,Packers,122.1878383,94.47195098
11/4/2007,Bills,Bengals,136.1990017,96.31678853
11/4/2007,Browns,Seahawks,146.6844576,107.0765233
11/4/2007,Vikings,Chargers,71.2168195,150.0788707
11/4/2007,Saints,Jaguars,111.2067678,98.58959115
11/4/2007,Lions,Broncos,122.2224189,81.69919239
11/5/2007,Steelers,Ravens,79.60269309,148.2322176
11/11/2007,Raiders,Bears,145.0595918,122.0890696
11/11/2007,Ravens,Bengals,74.20325728,107.8720985
11/11/2007,Dolphins,Bills,140.8089673,115.8027162
11/11/2007,Chiefs,Broncos,112.7097747,99.11843574
11/11/2007,Panthers,Falcons,110.4602645,121.6876735
11/11/2007,Titans,Jaguars,82.42211679,152.2164122
11/11/2007,Giants,Cowboys,104.5708972,131.7013858
11/11/2007,Chargers,Colts,93.85003307,135.9654016
11/11/2007,Redskins,Eagles,109.0711423,111.6573441
11/11/2007,Saints,Rams,108.1461064,98.99587481
11/11/2007,Cardinals,Lions,109.6145534,98.91584603
11/11/2007,Steelers,Browns,80.27703538,151.033532
11/11/2007,Packers,Vikings,103.9899638,82.29845361
11/12/2007,Seahawks,49ers,116.8806631,101.9706229
11/18/2007,Falcons,Buccaneers,119.7542336,113.6860965
11/18/2007,49ers,Rams,125.536901,103.2697858
11/18/2007,Lions,Giants,107.4478863,92.00051209
11/18/2007,Bills,Patriots,120.9904448,107.1138404
11/18/2007,Colts,Chiefs,116.8440599,135.4346226
11/18/2007,Eagles,Dolphins,110.2883408,115.7932123
11/18/2007,Jets,Steelers,132.4038341,95.63456958
11/18/2007,Texans,Saints,120.8266773,89.45707556
11/18/2007,Jaguars,Chargers,102.7633354,147.7932375
11/18/2007,Bengals,Cardinals,135.5655722,91.62822784
11/18/2007,Cowboys,Redskins,91.53939287,122.5087029
11/18/2007,Vikings,Raiders,67.47655903,172.1771238
11/18/2007,Seahawks,Bears,109.7359411,103.2073068
11/18/2007,Ravens,Browns,76.23754338,103.4079277
11/18/2007,Packers,Panthers,98.94822173,81.20519893
11/19/2007,Broncos,Titans,151.2557927,115.5132285
11/22/2007,Falcons,Colts,117.6016612,110.0463662
11/22/2007,Lions,Packers,104.1498505,79.76621014
11/22/2007,Cowboys,Jets,93.30962934,117.4988106
11/25/2007,Panthers,Saints,111.835414,114.861463
11/25/2007,Chiefs,Raiders,113.3989094,89.85623087
11/25/2007,Giants,Vikings,105.6674623,134.6477841
11/25/2007,Buccaneers,Redskins,109.9577983,110.7666398
11/25/2007,Rams,Seahawks,124.5649331,95.26020765
11/25/2007,Browns,Texans,136.7506831,99.44648847
11/25/2007,Patriots,Eagles,96.67813615,126.6651996
11/25/2007,Cardinals,49ers,103.5356133,89.21258971
11/25/2007,Chargers,Ravens,119.924079,121.0602264
11/25/2007,Bengals,Titans,129.4225627,89.0468865
11/25/2007,Jaguars,Bills,98.06761074,150.3969756
11/25/2007,Bears,Broncos,125.4640042,90.91366982
11/26/2007,Steelers,Dolphins,73.57490094,146.1022379
11/29/2007,Cowboys,Packers,89.82677247,113.3542491
12/2/2007,Chiefs,Chargers,108.6406194,86.62208108
12/2/2007,Dolphins,Jets,144.9095674,116.6877121
12/2/2007,Redskins,Bills,108.195188,128.4460448
12/2/2007,Bears,Giants,123.5266271,91.18859463
12/2/2007,Saints,Buccaneers,106.6650642,90.29637017
12/2/2007,Steelers,Bengals,81.19113361,143.5310615
12/2/2007,Eagles,Seahawks,109.5798434,126.4668772
12/2/2007,Cardinals,Browns,99.89577625,85.8298239
12/2/2007,Rams,Falcons,113.8994924,95.85464467
12/2/2007,Titans,Texans,95.88666162,139.778231
12/2/2007,Colts,Jaguars,109.5115619,122.065431
12/2/2007,Panthers,49ers,110.9485031,117.2509184
12/2/2007,Raiders,Broncos,152.0855341,118.7160411
12/2/2007,Vikings,Lions,72.22500583,171.2671747
12/3/2007,Ravens,Patriots,79.45062711,101.3841386
12/6/2007,Redskins,Bears,107.2881251,127.8060665
12/9/2007,49ers,Vikings,118.9281771,98.45265171
12/9/2007,Eagles,Giants,102.3457009,119.8151418
12/9/2007,Titans,Chargers,99.74385596,132.7799036
12/9/2007,Jets,Browns,148.2609117,97.99873026
12/9/2007,Bengals,Rams,115.5114317,93.22845533
12/9/2007,Ravens,Colts,78.60358783,97.81222759
12/9/2007,Lions,Cowboys,98.45235447,78.57739537
12/9/2007,Texans,Buccaneers,119.7339929,95.95846992
12/9/2007,Patriots,Steelers,90.94227907,119.9578643
12/9/2007,Jaguars,Panthers,95.98206756,144.2247229
12/9/2007,Packers,Raiders,104.3349326,84.91755948
12/9/2007,Bills,Dolphins,123.588553,99.80812756
12/9/2007,Broncos,Chiefs,142.4137222,122.6233843
12/9/2007,Seahawks,Cardinals,104.6255731,100.143811
12/10/2007,Falcons,Saints,121.0070665,103.3851021
12/13/2007,Texans,Broncos,122.807626,97.37520337
