date,home,away,rushing_yards_opp_homeAvg,rushing_yards_homeAvg
12/15/2007,49ers,Bengals,123.8304802,93.55843569
12/16/2007,Cowboys,Eagles,90.38477745,117.6407026
12/16/2007,Browns,Bills,130.1769582,103.0079371
12/16/2007,Giants,Redskins,96.59604035,129.2324791
12/16/2007,Panthers,Seahawks,106.4063224,116.1975358
12/16/2007,Raiders,Colts,147.6182031,128.4673709
12/16/2007,Rams,Packers,109.7160634,97.00138604
12/16/2007,Chiefs,Titans,119.5724855,92.06851696
12/16/2007,Patriots,Jets,97.97691382,117.8326325
12/16/2007,Dolphins,Ravens,142.5651761,102.8242363
12/16/2007,Steelers,Jaguars,76.76175871,134.0724664
12/16/2007,Saints,Cardinals,104.4015331,91.62017112
12/16/2007,Buccaneers,Falcons,104.4951024,120.6072904
12/16/2007,Chargers,Lions,111.4502421,119.766933
12/17/2007,Vikings,Bears,68.73015143,172.9826935
12/20/2007,Rams,Steelers,115.2339353,97.05627978
12/22/2007,Panthers,Cowboys,113.606033,108.8273695
12/23/2007,Titans,Jets,105.8409911,132.9971036
12/23/2007,Bengals,Browns,112.3239284,99.43421268
12/23/2007,49ers,Buccaneers,123.9193339,89.6351049
12/23/2007,Vikings,Redskins,69.88234184,168.8704518
12/23/2007,Bills,Giants,113.6353124,110.863027
12/23/2007,Saints,Eagles,99.2157448,94.90887441
12/23/2007,Lions,Chiefs,105.9725697,80.52544245
12/23/2007,Seahawks,Ravens,102.8530282,99.43256135
12/23/2007,Patriots,Dolphins,104.7296012,109.4283517
12/23/2007,Cardinals,Falcons,98.7412998,87.19518901
12/23/2007,Bears,Packers,121.0248978,87.23587708
12/23/2007,Colts,Texans,108.0625785,113.0896319
12/23/2007,Jaguars,Raiders,89.51182396,149.1915032
12/24/2007,Chargers,Broncos,113.5085073,122.3473804
12/29/2007,Giants,Patriots,104.6239467,128.4343467
12/30/2007,Colts,Titans,110.3021705,108.510916
12/30/2007,Jets,Chiefs,139.5782179,103.87817
12/30/2007,Eagles,Bills,98.36960414,124.7557153
12/30/2007,Raiders,Chargers,142.5095031,127.1660076
12/30/2007,Browns,49ers,128.5567338,113.608831
12/30/2007,Broncos,Vikings,136.3599563,124.3363117
12/30/2007,Buccaneers,Panthers,102.0386954,121.9411779
12/30/2007,Dolphins,Bengals,152.7124898,97.2858372
12/30/2007,Ravens,Steelers,77.90892127,108.480551
12/30/2007,Bears,Saints,123.1465083,81.97106208
12/30/2007,Packers,Lions,106.9314694,94.1340663
12/30/2007,Texans,Jaguars,116.1593611,100.0836714
12/30/2007,Falcons,Seahawks,128.3834127,96.08059863
12/30/2007,Cardinals,Rams,99.30905921,89.3825694
1/5/2008,Steelers,Jaguars,84.10900988,141.2514354
1/5/2008,Seahawks,Redskins,102.2956318,98.57660855
1/6/2008,Buccaneers,Giants,101.9378069,117.6137766
1/6/2008,Chargers,Titans,104.9599616,135.0165627
1/12/2008,Patriots,Jaguars,103.3266122,118.0662305
1/12/2008,Packers,Seahawks,108.4458223,95.98535607
1/13/2008,Cowboys,Giants,98.46385903,109.5910187
1/13/2008,Colts,Chargers,106.2193115,109.3172309
1/20/2008,Packers,Giants,103.2086954,104.9642958
1/20/2008,Patriots,Chargers,101.0309508,111.6282582
2/3/2008,Patriots,Giants,99.77086167,113.6629382
9/4/2008,Giants,Redskins,94.62080764,130.2711454
9/7/2008,Browns,Cowboys,130.7477869,114.9895623
9/7/2008,49ers,Cardinals,113.4932918,94.83112591
9/7/2008,Colts,Bears,106.3876211,103.3841103
9/7/2008,Dolphins,Jets,156.2562972,98.5016
9/7/2008,Titans,Jaguars,96.78687668,129.2771885
9/7/2008,Patriots,Chiefs,99.5188301,117.0933878
9/7/2008,Ravens,Bengals,82.54786774,108.4690981
9/7/2008,Saints,Buccaneers,105.3126672,93.91590811
9/7/2008,Chargers,Panthers,102.36571,124.5274484
9/7/2008,Bills,Seahawks,130.4331019,112.1392347
9/7/2008,Falcons,Lions,122.9166584,94.67015086
9/7/2008,Eagles,Rams,96.22517697,129.0509244
9/7/2008,Steelers,Texans,92.32936818,132.0089659
9/8/2008,Raiders,Broncos,147.3764169,125.9505486
9/8/2008,Packers,Vikings,97.84683942,114.7217462
9/14/2008,Browns,Steelers,127.3500291,119.8281756
9/14/2008,Bengals,Titans,116.8721075,99.14517435
9/14/2008,Chiefs,Raiders,134.9894101,79.05535759
9/14/2008,Jets,Patriots,132.3491459,108.7325402
9/14/2008,Rams,Giants,113.4379767,99.74295265
9/14/2008,Vikings,Colts,75.59869105,160.425251
9/14/2008,Jaguars,Bills,99.86592787,144.5143513
9/14/2008,Panthers,Bears,110.2172029,112.5953173
9/14/2008,Buccaneers,Falcons,106.7730754,114.2106047
9/14/2008,Lions,Packers,122.3324192,79.80939906
9/14/2008,Redskins,Saints,99.3100314,112.7175986
9/14/2008,Seahawks,49ers,110.6185793,95.69946855
9/14/2008,Cardinals,Dolphins,97.28941909,89.52479841
9/14/2008,Broncos,Chargers,140.1797358,121.1246053
9/15/2008,Cowboys,Eagles,94.53034122,116.2842131
9/21/2008,Patriots,Dolphins,100.4115052,113.8749362
9/21/2008,Eagles,Steelers,85.23224152,120.9213207
9/21/2008,Packers,Cowboys,117.4351672,114.8970056
9/21/2008,Vikings,Panthers,89.49749944,167.1366572
9/21/2008,Colts,Jaguars,122.0679719,89.10476622
9/21/2008,Redskins,Cardinals,111.2879007,106.1166888
9/21/2008,Bills,Raiders,116.9156119,111.9557878
9/21/2008,Bears,Buccaneers,107.6071105,106.8193814
9/21/2008,Giants,Bengals,88.50610115,133.4639218
9/21/2008,Ravens,Browns,79.86649358,113.6573926
9/21/2008,Titans,Texans,80.88930978,130.2406371
9/21/2008,49ers,Lions,115.557121,97.07209954
9/21/2008,Broncos,Saints,142.6994406,125.607652
9/21/2008,Seahawks,Rams,109.6198343,93.29306288
9/21/2008,Falcons,Chiefs,114.7505352,144.5436418
9/22/2008,Chargers,Jets,113.884465,120.8230291
9/28/2008,Bengals,Browns,148.0057087,91.21547684
9/28/2008,Rams,Bills,128.5149922,81.22235236
9/28/2008,Raiders,Chargers,127.8153968,163.4996285
9/28/2008,Panthers,Falcons,110.0116622,118.1015694
9/28/2008,Bears,Eagles,109.2681562,107.5228468
9/28/2008,Cowboys,Redskins,90.02782341,117.1111013
9/28/2008,Titans,Vikings,81.44019898,138.4813967
9/28/2008,Buccaneers,Packers,105.3832681,128.3045302
9/28/2008,Jaguars,Texans,96.3001983,119.9692481
9/28/2008,Saints,49ers,120.1894473,86.69665273
9/28/2008,Chiefs,Broncos,164.3968281,77.39055834
9/28/2008,Jets,Cardinals,112.496986,108.4803536
9/29/2008,Steelers,Ravens,85.17397154,133.3620169
10/5/2008,Lions,Bears,157.4237429,72.60700799
10/5/2008,Ravens,Titans,76.69309257,141.433235
10/5/2008,Broncos,Buccaneers,123.6596806,125.3669391
10/5/2008,Dolphins,Chargers,131.4379674,83.49198408
10/5/2008,Eagles,Redskins,72.68988907,104.6521239
10/5/2008,Jaguars,Steelers,99.40245672,138.1935522
10/5/2008,49ers,Patriots,123.9509389,109.8899148
10/5/2008,Packers,Falcons,123.5545157,113.7030409
10/5/2008,Texans,Colts,134.6781755,105.2656884
10/5/2008,Cowboys,Bengals,89.03677366,133.3081517
10/5/2008,Panthers,Chiefs,111.8121638,106.6407103
10/5/2008,Cardinals,Bills,101.0031972,95.08789185
10/5/2008,Giants,Seahawks,85.28994097,145.5275751
10/6/2008,Saints,Vikings,117.1468637,87.14409468
10/12/2008,Vikings,Lions,72.31936514,150.8051278
10/12/2008,Redskins,Rams,93.93526265,121.9197827
10/12/2008,Broncos,Jaguars,137.0235058,119.7854867
10/12/2008,Seahawks,Packers,100.0587671,127.5596842
10/12/2008,Falcons,Bears,129.724504,142.4182279
10/12/2008,Jets,Bengals,111.2685306,97.71478914
10/12/2008,49ers,Eagles,120.2226725,107.500553
10/12/2008,Buccaneers,Panthers,100.9578825,125.8413784
10/12/2008,Texans,Dolphins,135.4524433,100.9463271
10/12/2008,Chargers,Patriots,102.8703112,118.6731864
10/12/2008,Cardinals,Cowboys,99.43114238,85.85400049
10/12/2008,Colts,Ravens,149.3628126,80.63145437
10/12/2008,Saints,Raiders,112.3271987,89.21770928
10/13/2008,Browns,Giants,135.519342,97.37959461
10/19/2008,Chiefs,Titans,158.1484908,112.8189877
10/19/2008,Bengals,Steelers,147.956087,85.66279296
10/19/2008,Dolphins,Ravens,111.854328,114.8777574
10/19/2008,Redskins,Browns,88.70347031,132.6715986
10/19/2008,Raiders,Jets,128.5653356,142.7933701
10/19/2008,Buccaneers,Seahawks,100.9243477,126.4640505
10/19/2008,Bills,Chargers,117.3002078,107.741293
10/19/2008,Texans,Lions,128.3022254,109.0603402
10/19/2008,Giants,49ers,85.95763393,157.5544799
10/19/2008,Panthers,Saints,102.8052741,119.2339909
10/19/2008,Rams,Cowboys,141.5580395,91.13836755
10/19/2008,Packers,Colts,137.6361229,104.4185938
10/19/2008,Bears,Vikings,94.01403564,109.1187727
10/20/2008,Patriots,Broncos,114.7827816,108.7830275
10/26/2008,Cowboys,Buccaneers,89.31449396,122.5288092
10/26/2008,49ers,Seahawks,120.4359468,107.3835613
10/26/2008,Steelers,Giants,79.00222999,108.2989709
10/26/2008,Jaguars,Browns,103.6274725,123.8669508
10/26/2008,Lions,Redskins,151.75054,78.89942709
10/26/2008,Patriots,Rams,113.0354186,107.6247347
10/26/2008,Dolphins,Bills,111.095523,113.3149865
10/26/2008,Eagles,Falcons,90.2732387,98.01305798
10/26/2008,Panthers,Cardinals,107.9071222,108.340115
10/26/2008,Jets,Chiefs,92.21412599,96.23018494
10/26/2008,Ravens,Raiders,72.1051137,124.2863548
10/26/2008,Texans,Bengals,125.0686997,109.5468273
10/26/2008,Saints,Chargers,101.3911812,90.00008322
10/27/2008,Titans,Colts,97.01864245,118.8587566
11/2/2008,Raiders,Falcons,142.0654379,135.196702
11/2/2008,Seahawks,Eagles,118.054126,119.2877592
11/2/2008,Rams,Cardinals,144.3766941,101.6572137
11/2/2008,Bills,Jets,109.919378,105.1193021
11/2/2008,Broncos,Dolphins,137.5053692,119.7728144
11/2/2008,Colts,Patriots,134.7255959,76.04204577
11/2/2008,Titans,Packers,92.03144878,146.4088236
11/2/2008,Bengals,Jaguars,138.6661585,81.19995001
11/2/2008,Bears,Lions,90.96549211,105.9787731
11/2/2008,Chiefs,Buccaneers,187.6631223,98.32117272
11/2/2008,Browns,Ravens,138.7376161,106.7695879
11/2/2008,Vikings,Texans,74.36193848,136.9439049
11/2/2008,Giants,Cowboys,85.94891799,154.5454051
11/3/2008,Redskins,Steelers,89.067322,146.1970487
11/6/2008,Browns,Broncos,136.1412044,105.0241981
11/9/2008,Raiders,Panthers,148.0152925,121.9782978
11/9/2008,Texans,Ravens,118.335656,115.5839388
11/9/2008,Bears,Titans,98.35527602,100.4364365
11/9/2008,Lions,Jaguars,150.6037896,76.4607771
11/9/2008,Patriots,Bills,108.6685227,124.1411095
11/9/2008,Chargers,Chiefs,111.9959514,102.0115623
11/9/2008,Steelers,Colts,80.63523042,108.211148
11/9/2008,Dolphins,Seahawks,111.6076222,100.744083
11/9/2008,Vikings,Packers,72.36375839,138.7329854
11/9/2008,Eagles,Giants,94.18798388,108.3314102
11/9/2008,Falcons,Saints,128.9895061,133.3283171
11/9/2008,Jets,Rams,97.53939814,117.5168631
11/10/2008,Cardinals,49ers,96.57436638,81.22854912
11/13/2008,Patriots,Jets,103.0507761,125.3830417
11/16/2008,Redskins,Cowboys,86.11035518,145.8353388
11/16/2008,Steelers,Chargers,78.18064672,103.1074376
11/16/2008,Bengals,Eagles,135.719527,83.85037968
11/16/2008,Jaguars,Titans,110.6162912,117.6577703
11/16/2008,Dolphins,Raiders,101.3432323,97.31361923
11/16/2008,Buccaneers,Vikings,91.00687341,118.9041659
11/16/2008,Falcons,Broncos,122.6126898,147.1992745
11/16/2008,Seahawks,Cardinals,114.6760328,107.9322973
11/16/2008,Chiefs,Saints,171.3691728,106.7874809
11/16/2008,Giants,Ravens,85.79024607,152.3029232
11/16/2008,Panthers,Lions,101.3848037,112.971757
11/16/2008,Colts,Texans,132.4376482,72.579556
11/16/2008,49ers,Rams,111.3906246,102.4737435
11/16/2008,Packers,Bears,135.4153365,106.7130413
11/17/2008,Bills,Browns,103.4087026,98.89407026
11/20/2008,Steelers,Bengals,76.28629201,97.59685341
11/23/2008,Rams,Bears,150.7566223,94.86483972
11/23/2008,Browns,Texans,140.7833892,106.2213503
11/23/2008,Broncos,Raiders,142.8746596,107.6617644
11/23/2008,Jaguars,Vikings,109.9463356,122.244159
11/23/2008,Titans,Jets,93.48680296,130.5476769
11/23/2008,Seahawks,Redskins,119.6606324,109.846131
11/23/2008,Chargers,Colts,100.4561846,102.9084824
11/23/2008,Lions,Buccaneers,152.4876272,75.91065102
11/23/2008,Dolphins,Patriots,103.3563814,103.1712056
11/23/2008,Cardinals,Giants,93.6895019,86.63926142
11/23/2008,Chiefs,Bills,164.390709,103.3318923
11/23/2008,Cowboys,49ers,107.1017773,113.5172242
11/23/2008,Ravens,Eagles,69.23291458,143.6888562
11/23/2008,Falcons,Panthers,119.7712495,144.2443618
11/24/2008,Saints,Packers,108.2072789,91.54041194
11/27/2008,Lions,Titans,164.8505055,80.65503293
11/27/2008,Cowboys,Seahawks,105.2377392,113.662846
11/27/2008,Eagles,Cardinals,100.9476884,100.5709107
11/30/2008,Bills,49ers,112.8086322,103.689267
11/30/2008,Bengals,Ravens,122.8722451,86.68576909
11/30/2008,Browns,Colts,146.2044235,111.3274903
11/30/2008,Redskins,Giants,86.19691204,134.7576751
11/30/2008,Patriots,Steelers,102.7079323,127.3707212
11/30/2008,Rams,Dolphins,149.8995433,98.55242412
11/30/2008,Raiders,Chiefs,165.2463658,116.554689
11/30/2008,Chargers,Falcons,102.440219,99.6400719
11/30/2008,Jets,Broncos,89.240969,126.9871242
11/30/2008,Buccaneers,Saints,99.02558346,113.9315689
11/30/2008,Packers,Panthers,140.1970781,113.0536952
11/30/2008,Vikings,Bears,74.34800085,144.4503874
12/1/2008,Texans,Jaguars,128.514567,115.1826462
12/4/2008,Chargers,Raiders,102.0707291,101.8156625
12/7/2008,Bills,Dolphins,118.3670634,109.0768019
12/7/2008,Giants,Eagles,85.40765752,158.8797134
12/7/2008,Lions,Vikings,161.8591295,82.55864654
12/7/2008,Steelers,Cowboys,72.93348801,101.4176742
12/7/2008,Packers,Texans,136.3278514,112.8174898
12/7/2008,Seahawks,Patriots,122.7809318,106.6880729
12/7/2008,Bears,Jaguars,85.25583377,113.0241899
12/7/2008,Ravens,Redskins,82.59171239,139.7754718
12/7/2008,49ers,Jets,102.4407069,99.7088397
12/7/2008,Broncos,Chiefs,142.3475344,110.9820623
12/7/2008,Titans,Browns,106.2153094,121.8042113
12/7/2008,Saints,Falcons,110.3644352,92.91944566
12/7/2008,Cardinals,Rams,87.71373517,80.52226857
12/7/2008,Colts,Bengals,130.1662582,79.3262519
12/8/2008,Panthers,Buccaneers,110.2619099,133.0326502
12/11/2008,Bears,Saints,93.4250819,112.5759267
12/14/2008,Ravens,Steelers,80.45733661,141.3915655
12/14/2008,Falcons,Buccaneers,117.6394378,141.8322503
12/14/2008,Texans,Titans,125.3077941,115.0905227
12/14/2008,Dolphins,49ers,104.1982621,112.366883
12/14/2008,Cardinals,Vikings,97.84228456,75.64289976
12/14/2008,Cowboys,Giants,96.43558356,110.8587224
12/14/2008,Bengals,Redskins,124.9989159,81.12653211
12/14/2008,Jaguars,Packers,114.0711203,115.8802727
12/14/2008,Rams,Seahawks,156.5284923,93.70391417
12/14/2008,Chiefs,Chargers,160.1902711,114.4884405
12/14/2008,Raiders,Patriots,160.0140266,121.8676785
12/14/2008,Panthers,Broncos,113.735546,133.1464797
12/14/2008,Colts,Lions,128.3346954,80.46649468
12/14/2008,Jets,Bills,85.92168693,134.4057781
12/15/2008,Eagles,Browns,94.05798285,106.7952986
12/18/2008,Jaguars,Colts,112.3318861,115.4442226
12/20/2008,Cowboys,Ravens,94.55415938,109.9248928
12/21/2008,Browns,Bengals,146.9935235,103.9493101
12/21/2008,Lions,Saints,172.3131078,79.12036656
12/21/2008,Redskins,Eagles,96.75229614,127.7356749
12/21/2008,Seahawks,Jets,118.8416687,106.7285977
12/21/2008,Rams,49ers,149.9873449,92.8434145
12/21/2008,Vikings,Falcons,73.73351528,141.3320177
12/21/2008,Broncos,Bills,138.1764299,113.7095507
12/21/2008,Buccaneers,Chargers,113.9652528,113.7846435
12/21/2008,Raiders,Texans,158.9802082,116.7807681
12/21/2008,Titans,Steelers,91.85701876,146.3323117
12/21/2008,Chiefs,Dolphins,159.5423118,112.2888798
12/21/2008,Giants,Panthers,88.87885223,149.5696913
12/21/2008,Patriots,Cardinals,105.9560449,125.7755041
12/22/2008,Bears,Packers,95.53826942,110.3242647
12/28/2008,Bills,Patriots,117.1495376,118.2987818
12/28/2008,Bengals,Chiefs,120.1176245,82.58412048
12/28/2008,Jets,Dolphins,94.13597814,131.5772688
12/28/2008,Vikings,Giants,71.1377614,149.7072928
12/28/2008,Colts,Titans,121.1350649,80.47638355
12/28/2008,Buccaneers,Raiders,119.4836053,111.7999601
12/28/2008,Ravens,Jaguars,79.46589301,140.592538
12/28/2008,49ers,Redskins,102.7829982,98.39066181
12/28/2008,Steelers,Browns,81.15605248,102.7474398
12/28/2008,Packers,Lions,133.6109842,111.6791969
12/28/2008,Texans,Bears,122.4622931,117.0970726
12/28/2008,Falcons,Rams,121.0731948,142.6009721
12/28/2008,Saints,Panthers,108.5358583,99.52081698
12/28/2008,Cardinals,Seahawks,108.4694032,71.9344171
12/28/2008,Eagles,Cowboys,91.20916837,111.2858149
12/28/2008,Chargers,Broncos,102.1063139,96.91129942
1/3/2009,Chargers,Colts,102.9575461,95.69433382
1/3/2009,Cardinals,Falcons,114.7856086,68.95485334
1/4/2009,Dolphins,Ravens,107.8522522,117.9095771
1/4/2009,Vikings,Eagles,73.88020502,149.8385868
1/10/2009,Titans,Ravens,90.51354114,140.4731329
1/10/2009,Panthers,Cardinals,128.1641604,149.5228279
1/11/2009,Giants,Eagles,95.47907251,154.8086133
1/11/2009,Steelers,Chargers,84.7635719,99.39864258
1/18/2009,Steelers,Ravens,84.77928882,105.1831022
1/18/2009,Cardinals,Eagles,109.0044939,73.14048487
2/1/2009,Cardinals,Steelers,106.5914087,78.45384243
9/10/2009,Steelers,Titans,77.69498081,105.5435198
9/13/2009,Bengals,Broncos,122.0452671,91.51485207
9/13/2009,Texans,Jets,123.4294186,114.9059988
9/13/2009,Panthers,Eagles,121.4663563,157.2837901
9/13/2009,Colts,Jaguars,116.9195038,80.54932709
9/13/2009,Cardinals,49ers,106.2350844,79.68334152
9/13/2009,Falcons,Dolphins,130.3083424,150.1981013
9/13/2009,Browns,Vikings,150.4784462,102.9990819
9/13/2009,Packers,Bears,128.2905655,108.6534049
9/13/2009,Buccaneers,Cowboys,117.6851165,112.2352968
9/13/2009,Giants,Redskins,96.94401619,153.9888607
9/13/2009,Seahawks,Rams,120.3688177,110.316176
9/13/2009,Ravens,Chiefs,83.11287491,142.2704691
9/13/2009,Saints,Lions,109.4457819,106.3205861
9/14/2009,Raiders,Chargers,163.4046186,117.4148524
9/14/2009,Patriots,Bills,101.9592777,141.0191661
9/20/2009,Redskins,Rams,97.05339153,127.720332
9/20/2009,Chiefs,Raiders,156.0840015,111.1143488
9/20/2009,Lions,Vikings,172.408414,84.18313896
9/20/2009,Jets,Patriots,98.53152772,126.112515
9/20/2009,Bears,Steelers,96.76635694,101.2569154
9/20/2009,Jaguars,Cardinals,106.1637265,110.2759587
9/20/2009,Eagles,Saints,100.1472567,101.2141306
9/20/2009,49ers,Seahawks,105.6488413,99.72350946
9/20/2009,Packers,Bengals,125.6807786,116.4281445
9/20/2009,Chargers,Ravens,104.1878971,108.0869192
9/20/2009,Broncos,Browns,147.9227016,116.363011
9/20/2009,Falcons,Panthers,126.3122614,143.8930104
9/20/2009,Cowboys,Giants,108.4950751,105.6832115
9/20/2009,Titans,Texans,89.858991,134.462408
9/20/2009,Bills,Buccaneers,126.929291,118.2705098
9/21/2009,Dolphins,Colts,107.2386308,114.6013898
9/27/2009,Buccaneers,Giants,122.6397243,126.618742
9/27/2009,Raiders,Broncos,142.5099077,128.8322395
9/27/2009,Bills,Saints,114.3910041,112.0206643
9/27/2009,Cardinals,Colts,88.04817839,68.33530161
9/27/2009,Rams,Packers,156.708467,99.39888458
9/27/2009,Lions,Redskins,168.0316898,73.29814982
9/27/2009,Seahawks,Bears,110.2324732,120.6438074
9/27/2009,Chargers,Dolphins,112.6501912,101.8061288
9/27/2009,Bengals,Steelers,105.8264063,96.58995278
9/27/2009,Jets,Titans,84.70745699,140.7200593
9/27/2009,Texans,Jaguars,135.848286,98.54222927
9/27/2009,Patriots,Falcons,103.3376625,128.3863978
9/27/2009,Vikings,49ers,80.32770294,164.3694727
9/27/2009,Ravens,Browns,71.44575074,146.0528676
9/27/2009,Eagles,Chiefs,99.34141798,117.4288335
9/28/2009,Cowboys,Panthers,123.0013073,108.9461173
10/4/2009,Redskins,Buccaneers,103.421043,119.3232733
10/4/2009,Chiefs,Giants,147.0828203,108.3607736
10/4/2009,Broncos,Cowboys,118.6439803,122.5306249
10/4/2009,Browns,Bengals,172.6160136,90.1626463
10/4/2009,Saints,Jets,95.87073167,117.8172279
10/4/2009,Patriots,Ravens,105.9096598,119.6373113
10/4/2009,Texans,Raiders,155.6179937,92.09193848
10/4/2009,Colts,Seahawks,141.7825043,74.78011857
10/4/2009,49ers,Rams,86.69335684,114.584288
10/4/2009,Jaguars,Titans,101.9773885,107.3996125
10/4/2009,Dolphins,Bills,91.53967072,134.2502113
10/4/2009,Steelers,Chargers,71.1231863,89.61963382
10/4/2009,Bears,Lions,93.99857686,87.82954004
10/5/2009,Vikings,Packers,88.81136618,154.7819886
10/11/2009,Bills,Browns,122.1627463,124.8993489
10/11/2009,Titans,Colts,78.30559498,142.8547995
10/11/2009,Rams,Vikings,151.0555533,112.0504639
10/11/2009,49ers,Falcons,87.38080713,105.2269907
10/11/2009,Ravens,Bengals,68.70421916,143.9823374
10/11/2009,Panthers,Redskins,139.6834456,138.9208312
10/11/2009,Broncos,Patriots,114.3638468,137.8028012
10/11/2009,Chiefs,Cowboys,137.7943942,107.1929216
10/11/2009,Lions,Steelers,142.4695828,95.24200146
10/11/2009,Cardinals,Texans,87.40321874,75.42108938
10/11/2009,Eagles,Buccaneers,106.0299279,111.8423105
10/11/2009,Seahawks,Jaguars,128.6271101,110.011526
10/11/2009,Giants,Raiders,107.1693397,149.4563111
10/12/2009,Dolphins,Jets,87.41557495,138.6427464
10/18/2009,Seahawks,Cardinals,121.5601969,101.4477242
10/18/2009,Redskins,Chiefs,113.672884,113.3279738
10/18/2009,Raiders,Eagles,153.6503475,102.5873726
