schedule_season,schedule_week,schedule_playoff,stadium_neutral
2004,12,FALSE,FALSE
2004,12,FALSE,FALSE
2004,12,FALSE,FALSE
2004,12,FALSE,FALSE
2004,12,FALSE,FALSE
2004,12,FALSE,FALSE
2004,12,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,13,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,14,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,15,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
2004,16,FALSE,FALSE
