date,home,away,winner,score_home,score_away
12/1/2013,Bills,Falcons,0,31,34
12/2/2013,Seahawks,Saints,1,34,7
12/5/2013,Jaguars,Texans,1,27,20
12/8/2013,Redskins,Chiefs,0,10,45
12/8/2013,49ers,Seahawks,1,19,17
12/8/2013,Packers,Falcons,1,22,21
12/8/2013,Buccaneers,Bills,1,27,6
12/8/2013,Patriots,Browns,1,27,26
12/8/2013,Steelers,Dolphins,0,28,34
12/8/2013,Ravens,Vikings,1,29,26
12/8/2013,Cardinals,Rams,1,30,10
12/8/2013,Saints,Panthers,1,31,13
12/8/2013,Eagles,Lions,1,34,20
12/8/2013,Chargers,Giants,1,37,14
12/8/2013,Jets,Raiders,1,37,27
12/8/2013,Bengals,Colts,1,42,28
12/8/2013,Broncos,Titans,1,51,28
12/9/2013,Bears,Cowboys,1,45,28
12/12/2013,Broncos,Chargers,0,20,27
12/15/2013,Giants,Seahawks,0,0,23
12/15/2013,Buccaneers,49ers,0,14,33
12/15/2013,Jaguars,Bills,0,20,27
12/15/2013,Dolphins,Patriots,1,24,20
12/15/2013,Colts,Texans,1,25,3
12/15/2013,Rams,Saints,1,27,16
12/15/2013,Falcons,Redskins,1,27,26
12/15/2013,Panthers,Jets,1,30,20
12/15/2013,Steelers,Bengals,1,30,20
12/15/2013,Browns,Bears,0,31,38
12/15/2013,Raiders,Chiefs,0,31,56
12/15/2013,Titans,Cardinals,0,34,37
12/15/2013,Cowboys,Packers,0,36,37
12/15/2013,Vikings,Eagles,1,48,30
12/16/2013,Lions,Ravens,0,16,18
12/22/2013,Chiefs,Colts,0,7,23
12/22/2013,Ravens,Patriots,0,7,41
12/22/2013,Seahawks,Cardinals,0,10,17
12/22/2013,Texans,Broncos,0,13,37
12/22/2013,Jaguars,Titans,0,16,20
12/22/2013,Panthers,Saints,1,17,13
12/22/2013,Bills,Dolphins,1,19,0
12/22/2013,Lions,Giants,0,20,23
12/22/2013,Rams,Buccaneers,1,23,13
12/22/2013,Redskins,Cowboys,0,23,24
12/22/2013,Jets,Browns,1,24,13
12/22/2013,Chargers,Raiders,1,26,13
12/22/2013,Packers,Steelers,0,31,38
12/22/2013,Bengals,Vikings,1,42,14
12/22/2013,Eagles,Bears,1,54,11
12/23/2013,49ers,Falcons,1,34,24
12/29/2013,Dolphins,Jets,0,7,20
12/29/2013,Vikings,Lions,1,14,13
12/29/2013,Raiders,Broncos,0,14,34
12/29/2013,Titans,Texans,1,16,10
12/29/2013,Giants,Redskins,1,20,6
12/29/2013,Steelers,Browns,1,20,7
12/29/2013,Falcons,Panthers,0,20,21
12/29/2013,Cardinals,49ers,0,20,23
12/29/2013,Cowboys,Eagles,0,22,24
12/29/2013,Seahawks,Rams,1,27,9
12/29/2013,Chargers,Chiefs,1,27,24
12/29/2013,Bears,Packers,0,28,33
12/29/2013,Colts,Jaguars,1,30,10
12/29/2013,Bengals,Ravens,1,34,17
12/29/2013,Patriots,Bills,1,34,20
12/29/2013,Saints,Buccaneers,1,42,17
1/4/2014,Eagles,Saints,0,24,26
1/4/2014,Colts,Chiefs,1,45,44
1/5/2014,Bengals,Chargers,0,10,27
1/5/2014,Packers,49ers,0,20,23
1/11/2014,Seahawks,Saints,1,23,15
1/11/2014,Patriots,Colts,1,43,22
1/12/2014,Panthers,49ers,0,10,23
1/12/2014,Broncos,Chargers,1,24,17
1/19/2014,Seahawks,49ers,1,23,17
1/19/2014,Broncos,Patriots,1,26,16
2/2/2014,Broncos,Seahawks,0,8,43
9/4/2014,Seahawks,Packers,1,36,16
9/7/2014,Rams,Vikings,0,6,34
9/7/2014,Chiefs,Titans,0,10,26
9/7/2014,Buccaneers,Panthers,0,14,20
9/7/2014,Ravens,Bengals,0,16,23
9/7/2014,Texans,Redskins,1,17,6
9/7/2014,Cowboys,49ers,0,17,28
9/7/2014,Jets,Raiders,1,19,14
9/7/2014,Bears,Bills,0,20,23
9/7/2014,Steelers,Browns,1,30,27
9/7/2014,Broncos,Colts,1,31,24
9/7/2014,Dolphins,Patriots,1,33,20
9/7/2014,Eagles,Jaguars,1,34,17
9/7/2014,Falcons,Saints,1,37,34
9/8/2014,Cardinals,Chargers,1,18,17
9/8/2014,Lions,Giants,1,35,14
9/11/2014,Ravens,Steelers,1,26,6
9/14/2014,Vikings,Patriots,0,7,30
9/14/2014,Titans,Cowboys,0,10,26
9/14/2014,Giants,Cardinals,0,14,25
9/14/2014,Raiders,Texans,0,14,30
9/14/2014,Buccaneers,Rams,0,17,19
9/14/2014,49ers,Bears,0,20,28
9/14/2014,Panthers,Lions,1,24,7
9/14/2014,Bengals,Falcons,1,24,10
9/14/2014,Broncos,Chiefs,1,24,17
9/14/2014,Browns,Saints,1,26,24
9/14/2014,Bills,Dolphins,1,29,10
9/14/2014,Chargers,Seahawks,1,30,21
9/14/2014,Packers,Jets,1,31,24
9/14/2014,Redskins,Jaguars,1,41,10
9/15/2014,Colts,Eagles,0,27,30
9/18/2014,Falcons,Buccaneers,1,56,14
9/21/2014,Bills,Chargers,0,10,22
9/21/2014,Dolphins,Chiefs,0,15,34
9/21/2014,Patriots,Raiders,1,16,9
9/21/2014,Jaguars,Colts,0,17,44
9/21/2014,Lions,Packers,1,19,7
9/21/2014,Panthers,Steelers,0,19,37
9/21/2014,Saints,Vikings,1,20,9
9/21/2014,Browns,Ravens,0,21,23
9/21/2014,Cardinals,49ers,1,23,14
9/21/2014,Seahawks,Broncos,1,26,20
9/21/2014,Giants,Texans,1,30,17
9/21/2014,Rams,Cowboys,0,31,34
9/21/2014,Bengals,Titans,1,33,7
9/21/2014,Eagles,Redskins,1,37,34
9/22/2014,Jets,Bears,0,19,27
9/25/2014,Redskins,Giants,0,14,45
9/28/2014,Raiders,Dolphins,0,14,38
9/28/2014,Jets,Lions,0,17,24
9/28/2014,Bears,Packers,0,17,38
9/28/2014,Texans,Bills,1,23,17
9/28/2014,Steelers,Buccaneers,0,24,27
9/28/2014,49ers,Eagles,1,26,21
9/28/2014,Chargers,Jaguars,1,33,14
9/28/2014,Ravens,Panthers,1,38,10
9/28/2014,Cowboys,Saints,1,38,17
9/28/2014,Colts,Titans,1,41,17
9/28/2014,Vikings,Falcons,1,41,28
9/29/2014,Chiefs,Patriots,1,41,14
10/2/2014,Packers,Vikings,1,42,10
10/5/2014,Jaguars,Steelers,0,9,17
10/5/2014,Lions,Bills,0,14,17
10/5/2014,Colts,Ravens,1,20,13
10/5/2014,Cowboys,Texans,1,20,17
10/5/2014,49ers,Chiefs,1,22,17
10/5/2014,Titans,Browns,0,28,29
10/5/2014,Giants,Falcons,1,30,20
10/5/2014,Chargers,Jets,1,31,0
10/5/2014,Panthers,Bears,1,31,24
10/5/2014,Eagles,Rams,1,34,28
10/5/2014,Saints,Buccaneers,1,37,31
10/5/2014,Broncos,Cardinals,1,41,20
10/5/2014,Patriots,Bengals,1,43,17
10/6/2014,Redskins,Seahawks,0,17,27
10/9/2014,Texans,Colts,0,28,33
10/12/2014,Vikings,Lions,0,3,17
10/12/2014,Falcons,Bears,0,13,27
10/12/2014,Titans,Jaguars,1,16,14
10/12/2014,Jets,Broncos,0,17,31
10/12/2014,Buccaneers,Ravens,0,17,48
10/12/2014,Bills,Patriots,0,22,37
10/12/2014,Seahawks,Cowboys,0,23,30
10/12/2014,Dolphins,Packers,0,24,27
10/12/2014,Eagles,Giants,1,27,0
10/12/2014,Raiders,Chargers,0,28,31
10/12/2014,Cardinals,Redskins,1,30,20
10/12/2014,Browns,Steelers,1,31,10
10/12/2014,Bengals,Panthers,0,37,37
10/13/2014,Rams,49ers,0,17,31
10/16/2014,Patriots,Jets,1,27,25
10/19/2014,Raiders,Cardinals,0,13,24
10/19/2014,Bears,Dolphins,0,14,27
10/19/2014,Bills,Vikings,1,17,16
10/19/2014,Redskins,Titans,1,19,17
10/19/2014,Chargers,Chiefs,0,20,23
10/19/2014,Jaguars,Browns,1,24,6
10/19/2014,Lions,Saints,1,24,23
10/19/2014,Colts,Bengals,1,27,0
10/19/2014,Rams,Seahawks,1,28,26
10/19/2014,Ravens,Falcons,1,29,7
10/19/2014,Cowboys,Giants,1,31,21
10/19/2014,Packers,Panthers,1,38,17
10/19/2014,Broncos,49ers,1,42,17
10/20/2014,Steelers,Texans,1,30,23
10/23/2014,Broncos,Chargers,1,35,21
10/26/2014,Panthers,Seahawks,0,9,13
10/26/2014,Buccaneers,Vikings,0,13,19
10/26/2014,Jaguars,Dolphins,0,13,27
10/26/2014,Titans,Texans,0,16,30
10/26/2014,Falcons,Lions,0,21,22
10/26/2014,Browns,Raiders,1,23,13
10/26/2014,Jets,Bills,0,23,43
10/26/2014,Cardinals,Eagles,1,24,20
10/26/2014,Bengals,Ravens,1,27,24
10/26/2014,Chiefs,Rams,1,34,7
10/26/2014,Saints,Packers,1,44,23
10/26/2014,Patriots,Bears,1,51,23
10/26/2014,Steelers,Colts,1,51,34
10/27/2014,Cowboys,Redskins,0,17,20
10/30/2014,Panthers,Saints,0,10,28
11/2/2014,49ers,Rams,0,10,13
11/2/2014,Cowboys,Cardinals,0,17,28
11/2/2014,Texans,Eagles,0,21,31
11/2/2014,Browns,Buccaneers,1,22,17
11/2/2014,Chiefs,Jets,1,24,10
11/2/2014,Vikings,Redskins,1,29,26
11/2/2014,Seahawks,Raiders,1,30,24
11/2/2014,Bengals,Jaguars,1,33,23
11/2/2014,Dolphins,Chargers,1,37,0
11/2/2014,Patriots,Broncos,1,43,21
11/2/2014,Steelers,Ravens,1,43,23
11/3/2014,Giants,Colts,0,24,40
11/6/2014,Bengals,Browns,0,3,24
11/9/2014,Bills,Chiefs,0,13,17
11/9/2014,Buccaneers,Falcons,0,17,27
11/9/2014,Jaguars,Cowboys,0,17,31
11/9/2014,Raiders,Broncos,0,17,41
11/9/2014,Jets,Steelers,1,20,13
11/9/2014,Lions,Dolphins,1,20,16
11/9/2014,Ravens,Titans,1,21,7
11/9/2014,Saints,49ers,0,24,27
11/9/2014,Cardinals,Rams,1,31,14
11/9/2014,Seahawks,Giants,1,38,17
11/9/2014,Packers,Bears,1,55,14
11/10/2014,Eagles,Panthers,1,45,21
11/13/2014,Dolphins,Bills,1,22,9
11/16/2014,Browns,Texans,0,7,23
11/16/2014,Redskins,Buccaneers,0,7,27
11/16/2014,Giants,49ers,0,10,16
11/16/2014,Saints,Bengals,0,10,27
11/16/2014,Chargers,Raiders,1,13,6
11/16/2014,Cardinals,Lions,1,14,6
11/16/2014,Panthers,Falcons,0,17,19
11/16/2014,Colts,Patriots,0,20,42
11/16/2014,Bears,Vikings,1,21,13
11/16/2014,Rams,Broncos,1,22,7
11/16/2014,Chiefs,Seahawks,1,24,20
11/16/2014,Packers,Eagles,1,53,20
11/17/2014,Titans,Steelers,0,24,27
11/20/2014,Raiders,Chiefs,1,24,20
11/23/2014,Texans,Bengals,0,13,22
11/23/2014,49ers,Redskins,1,17,13
11/23/2014,Seahawks,Cardinals,1,19,3
11/23/2014,Bears,Buccaneers,1,21,13
11/23/2014,Vikings,Packers,0,21,24
11/23/2014,Colts,Jaguars,1,23,3
11/23/2014,Falcons,Browns,0,24,26
11/23/2014,Chargers,Rams,1,27,24
11/23/2014,Giants,Cowboys,0,28,31
11/23/2014,Patriots,Lions,1,34,9
11/23/2014,Broncos,Dolphins,1,39,36
11/23/2014,Eagles,Titans,1,43,24
11/24/2014,Saints,Ravens,0,27,34
11/24/2014,Bills,Jets,1,38,3
11/27/2014,49ers,Seahawks,0,3,19
11/27/2014,Cowboys,Eagles,0,10,33
11/27/2014,Lions,Bears,1,34,17
11/30/2014,Buccaneers,Bengals,0,13,14
11/30/2014,Chiefs,Broncos,0,16,29
11/30/2014,Jaguars,Giants,1,25,24
11/30/2014,Bills,Browns,1,26,10
11/30/2014,Packers,Patriots,1,26,21
11/30/2014,Falcons,Cardinals,1,29,18
11/30/2014,Vikings,Panthers,1,31,13
11/30/2014,Steelers,Saints,0,32,35
11/30/2014,Ravens,Chargers,0,33,34
11/30/2014,Texans,Titans,1,45,21
11/30/2014,Colts,Redskins,1,49,27
11/30/2014,Rams,Raiders,1,52,0
12/1/2014,Jets,Dolphins,0,13,16
12/4/2014,Bears,Cowboys,0,28,41
12/7/2014,Redskins,Rams,0,0,24
12/7/2014,Titans,Giants,0,7,36
12/7/2014,Saints,Panthers,0,10,41
12/7/2014,Jaguars,Texans,0,13,27
12/7/2014,Dolphins,Ravens,0,13,28
12/7/2014,Chargers,Patriots,0,14,23
12/7/2014,Eagles,Seahawks,0,14,24
12/7/2014,Cardinals,Chiefs,1,17,14
12/7/2014,Bengals,Steelers,0,21,42
12/7/2014,Raiders,49ers,1,24,13
12/7/2014,Broncos,Bills,1,24,17
12/7/2014,Browns,Colts,0,24,25
12/7/2014,Vikings,Jets,1,30,24
12/7/2014,Lions,Buccaneers,1,34,17
12/8/2014,Packers,Falcons,1,43,37
12/11/2014,Rams,Cardinals,0,6,12
12/14/2014,Browns,Bengals,0,0,30
12/14/2014,Chargers,Broncos,0,10,22
12/14/2014,Titans,Jets,0,11,16
12/14/2014,Lions,Vikings,1,16,14
12/14/2014,Seahawks,49ers,1,17,7
12/14/2014,Colts,Texans,1,17,10
12/14/2014,Panthers,Buccaneers,1,19,17
12/14/2014,Ravens,Jaguars,1,20,12
12/14/2014,Falcons,Steelers,0,20,27
12/14/2014,Bills,Packers,1,21,13
12/14/2014,Giants,Redskins,1,24,13
12/14/2014,Eagles,Cowboys,0,27,38
12/14/2014,Chiefs,Raiders,1,31,13
12/14/2014,Patriots,Dolphins,1,41,13
12/15/2014,Bears,Saints,0,15,31
12/18/2014,Jaguars,Titans,1,21,13
12/20/2014,Redskins,Eagles,1,27,24
12/20/2014,49ers,Chargers,0,35,38
12/21/2014,Buccaneers,Packers,0,3,20
12/21/2014,Cardinals,Seahawks,0,6,35
12/21/2014,Bears,Lions,0,14,20
12/21/2014,Saints,Falcons,0,14,30
12/21/2014,Jets,Patriots,0,16,17
12/21/2014,Panthers,Browns,1,17,13
12/21/2014,Steelers,Chiefs,1,20,12
12/21/2014,Texans,Ravens,1,25,13
12/21/2014,Raiders,Bills,1,26,24
12/21/2014,Rams,Giants,0,27,37
12/21/2014,Dolphins,Vikings,1,37,35
12/21/2014,Cowboys,Colts,1,42,7
12/22/2014,Bengals,Broncos,1,37,28
12/28/2014,Falcons,Panthers,0,3,34
12/28/2014,Patriots,Bills,0,9,17
12/28/2014,Titans,Colts,0,10,27
12/28/2014,Vikings,Bears,1,13,9
12/28/2014,Redskins,Cowboys,0,17,44
12/28/2014,Chiefs,Chargers,1,19,7
12/28/2014,Seahawks,Rams,1,20,6
12/28/2014,Ravens,Browns,1,20,10
12/28/2014,49ers,Cardinals,1,20,17
12/28/2014,Buccaneers,Saints,0,20,23
12/28/2014,Texans,Jaguars,1,23,17
12/28/2014,Dolphins,Jets,0,24,37
12/28/2014,Giants,Eagles,0,26,34
12/28/2014,Steelers,Bengals,1,27,17
12/28/2014,Packers,Lions,1,30,20
12/28/2014,Broncos,Raiders,1,47,14
1/3/2015,Steelers,Ravens,0,17,30
1/3/2015,Panthers,Cardinals,1,27,16
1/4/2015,Cowboys,Lions,1,24,20
1/4/2015,Colts,Bengals,1,26,10
1/10/2015,Seahawks,Panthers,1,31,17
1/10/2015,Patriots,Ravens,1,35,31
1/11/2015,Broncos,Colts,0,13,24
1/11/2015,Packers,Cowboys,1,26,21
1/18/2015,Seahawks,Packers,1,28,22
1/18/2015,Patriots,Colts,1,45,7
2/1/2015,Seahawks,Patriots,0,24,28
9/10/2015,Patriots,Steelers,1,28,21
9/13/2015,Jaguars,Panthers,0,9,20
9/13/2015,Redskins,Dolphins,0,10,17
9/13/2015,Raiders,Bengals,0,13,33
9/13/2015,Buccaneers,Titans,0,14,42
9/13/2015,Broncos,Ravens,1,19,13
9/13/2015,Texans,Chiefs,0,20,27
9/13/2015,Bears,Packers,0,23,31
9/13/2015,Bills,Colts,1,27,14
9/13/2015,Cowboys,Giants,1,27,26
9/13/2015,Jets,Browns,1,31,10
9/13/2015,Cardinals,Saints,1,31,19
9/13/2015,Chargers,Lions,1,33,28
9/13/2015,Rams,Seahawks,1,34,31
9/14/2015,49ers,Vikings,1,20,3
9/14/2015,Falcons,Eagles,1,26,24
9/17/2015,Chiefs,Broncos,0,24,31
9/20/2015,Eagles,Cowboys,0,10,20
9/20/2015,Saints,Buccaneers,0,19,26
9/20/2015,Giants,Falcons,0,20,24
9/20/2015,Jaguars,Dolphins,1,23,20
9/20/2015,Bears,Cardinals,0,23,48
9/20/2015,Redskins,Rams,1,24,10
9/20/2015,Panthers,Texans,1,24,17
9/20/2015,Bengals,Chargers,1,24,19
9/20/2015,Vikings,Lions,1,26,16
9/20/2015,Packers,Seahawks,1,27,17
9/20/2015,Browns,Titans,1,28,14
9/20/2015,Bills,Patriots,0,32,40
9/20/2015,Raiders,Ravens,1,37,33
9/20/2015,Steelers,49ers,1,43,18
9/21/2015,Colts,Jets,0,7,20
9/24/2015,Giants,Redskins,1,32,21
9/27/2015,Rams,Steelers,0,6,12
9/27/2015,Lions,Broncos,0,12,24
9/27/2015,Dolphins,Bills,0,14,41
9/27/2015,Jets,Eagles,0,17,24
9/27/2015,Texans,Buccaneers,1,19,9
9/27/2015,Browns,Raiders,0,20,27
9/27/2015,Ravens,Bengals,0,24,28
9/27/2015,Seahawks,Bears,1,26,0
9/27/2015,Panthers,Saints,1,27,22
9/27/2015,Cowboys,Falcons,0,28,39
9/27/2015,Vikings,Chargers,1,31,14
9/27/2015,Titans,Colts,0,33,35
9/27/2015,Cardinals,49ers,1,47,7
9/27/2015,Patriots,Jaguars,1,51,17
9/28/2015,Packers,Chiefs,1,38,28
10/1/2015,Steelers,Ravens,0,20,23
10/4/2015,49ers,Packers,0,3,17
10/4/2015,Bills,Giants,0,10,24
10/4/2015,Dolphins,Jets,0,14,27
10/4/2015,Colts,Jaguars,1,16,13
10/4/2015,Bears,Raiders,1,22,20
10/4/2015,Cardinals,Rams,0,22,24
10/4/2015,Redskins,Eagles,1,23,20
10/4/2015,Broncos,Vikings,1,23,20
10/4/2015,Buccaneers,Panthers,0,23,37
10/4/2015,Saints,Cowboys,1,26,20
10/4/2015,Chargers,Browns,1,30,27
10/4/2015,Bengals,Chiefs,1,36,21
10/4/2015,Falcons,Texans,1,48,21
10/5/2015,Seahawks,Lions,1,13,10
10/8/2015,Texans,Colts,0,20,27
10/11/2015,Cowboys,Patriots,0,6,30
10/11/2015,Raiders,Broncos,0,10,16
10/11/2015,Titans,Bills,0,13,14
10/11/2015,Chiefs,Bears,0,17,18
10/11/2015,Lions,Cardinals,0,17,42
10/11/2015,Packers,Rams,1,24,10
10/11/2015,Falcons,Redskins,1,25,19
10/11/2015,Bengals,Seahawks,1,27,24
10/11/2015,Giants,49ers,1,30,27
10/11/2015,Ravens,Browns,0,30,33
10/11/2015,Buccaneers,Jaguars,1,38,31
10/11/2015,Eagles,Saints,1,39,17
10/12/2015,Chargers,Steelers,0,20,24
10/15/2015,Saints,Falcons,1,31,21
10/18/2015,Titans,Dolphins,0,10,38
10/18/2015,Vikings,Chiefs,1,16,10
10/18/2015,Jaguars,Texans,0,20,31
10/18/2015,Bills,Bengals,0,21,34
10/18/2015,Browns,Broncos,0,23,26
10/18/2015,Seahawks,Panthers,0,23,27
10/18/2015,Steelers,Cardinals,1,25,13
10/18/2015,49ers,Ravens,1,25,20
10/18/2015,Packers,Chargers,1,27,20
10/18/2015,Colts,Patriots,0,27,34
10/18/2015,Jets,Redskins,1,34,20
10/18/2015,Lions,Bears,1,37,34
10/19/2015,Eagles,Giants,1,27,7
10/22/2015,49ers,Seahawks,0,3,20
10/25/2015,Titans,Falcons,0,7,10
10/25/2015,Lions,Vikings,0,19,28
10/25/2015,Colts,Saints,0,21,27
10/25/2015,Chiefs,Steelers,1,23,13
10/25/2015,Rams,Browns,1,24,6
10/25/2015,Panthers,Eagles,1,27,16
10/25/2015,Giants,Cowboys,1,27,20
10/25/2015,Chargers,Raiders,0,29,37
10/25/2015,Patriots,Jets,1,30,23
10/25/2015,Redskins,Buccaneers,1,31,30
10/25/2015,Jaguars,Bills,1,34,31
10/25/2015,Dolphins,Texans,1,44,26
10/26/2015,Cardinals,Ravens,1,26,18
10/29/2015,Patriots,Dolphins,1,36,7
11/1/2015,Steelers,Bengals,0,10,16
11/1/2015,Cowboys,Seahawks,0,12,13
11/1/2015,Texans,Titans,1,20,6
11/1/2015,Falcons,Buccaneers,0,20,23
11/1/2015,Bears,Vikings,0,20,23
11/1/2015,Browns,Cardinals,0,20,34
11/1/2015,Rams,49ers,1,27,6
11/1/2015,Broncos,Packers,1,29,10
11/1/2015,Ravens,Chargers,1,29,26
11/1/2015,Raiders,Jets,1,34,20
11/1/2015,Chiefs,Lions,1,45,10
11/1/2015,Saints,Giants,1,52,49
11/2/2015,Panthers,Colts,1,29,26
11/5/2015,Bengals,Browns,1,31,10
11/8/2015,49ers,Falcons,1,17,16
11/8/2015,Buccaneers,Giants,0,18,32
11/8/2015,Vikings,Rams,1,21,18
11/8/2015,Patriots,Redskins,1,27,10
11/8/2015,Colts,Broncos,1,27,24
11/8/2015,Cowboys,Eagles,0,27,33
11/8/2015,Jets,Jaguars,1,28,23
11/8/2015,Saints,Titans,0,28,34
11/8/2015,Bills,Dolphins,1,33,17
11/8/2015,Panthers,Packers,1,37,29
11/8/2015,Steelers,Raiders,1,38,35
11/9/2015,Chargers,Bears,0,19,22
11/12/2015,Jets,Bills,0,17,22
11/15/2015,Buccaneers,Cowboys,1,10,6
11/15/2015,Titans,Panthers,0,10,27
11/15/2015,Broncos,Chiefs,0,13,29
11/15/2015,Rams,Bears,0,13,37
11/15/2015,Raiders,Vikings,0,14,30
11/15/2015,Packers,Lions,0,16,18
11/15/2015,Eagles,Dolphins,0,19,20
11/15/2015,Ravens,Jaguars,0,20,22
11/15/2015,Giants,Patriots,0,26,27
11/15/2015,Steelers,Browns,1,30,9
11/15/2015,Seahawks,Cardinals,0,32,39
11/15/2015,Redskins,Saints,1,47,14
11/16/2015,Bengals,Texans,0,6,10
11/19/2015,Jaguars,Titans,1,19,13
11/22/2015,Chargers,Chiefs,0,3,33
11/22/2015,Vikings,Packers,0,13,30
11/22/2015,Dolphins,Cowboys,0,14,24
11/22/2015,Bears,Broncos,0,15,17
11/22/2015,Ravens,Rams,1,16,13
11/22/2015,Eagles,Buccaneers,0,17,45
11/22/2015,Lions,Raiders,1,18,13
11/22/2015,Falcons,Colts,0,21,24
11/22/2015,Texans,Jets,1,24,17
11/22/2015,Seahawks,49ers,1,29,13
11/22/2015,Cardinals,Bengals,1,34,31
11/22/2015,Panthers,Redskins,1,44,16
11/23/2015,Patriots,Bills,1,20,13
11/26/2015,Packers,Bears,0,13,17
11/26/2015,Cowboys,Panthers,0,14,33
11/26/2015,Lions,Eagles,1,45,14
11/29/2015,Falcons,Vikings,0,10,20
11/29/2015,49ers,Cardinals,0,13,19
11/29/2015,Redskins,Giants,1,20,14
11/29/2015,Titans,Raiders,0,21,24
11/29/2015,Texans,Saints,1,24,6
11/29/2015,Colts,Buccaneers,1,25,12
11/29/2015,Jaguars,Chargers,0,25,31
11/29/2015,Chiefs,Bills,1,30,22
11/29/2015,Broncos,Patriots,1,30,24
11/29/2015,Bengals,Rams,1,31,7
11/29/2015,Jets,Dolphins,1,38,20
11/29/2015,Seahawks,Steelers,1,39,30
11/30/2015,Browns,Ravens,0,27,33
12/3/2015,Lions,Packers,0,23,27
12/6/2015,Chargers,Broncos,0,3,17
12/6/2015,Rams,Cardinals,0,3,27
12/6/2015,Browns,Bengals,0,3,37
12/6/2015,Vikings,Seahawks,0,7,38
12/6/2015,Dolphins,Ravens,1,15,13
12/6/2015,Giants,Jets,0,20,23
12/6/2015,Bears,49ers,0,20,26
12/6/2015,Raiders,Chiefs,0,20,34
12/6/2015,Buccaneers,Falcons,1,23,19
12/6/2015,Patriots,Eagles,0,28,35
12/6/2015,Bills,Texans,1,30,21
12/6/2015,Saints,Panthers,0,38,41
12/6/2015,Titans,Jaguars,1,42,39
12/6/2015,Steelers,Colts,1,45,10
12/7/2015,Redskins,Cowboys,0,16,19
12/10/2015,Cardinals,Vikings,1,23,20
12/13/2015,Texans,Patriots,0,6,27
12/13/2015,Ravens,Seahawks,0,6,35
12/13/2015,Chiefs,Chargers,1,10,3
12/13/2015,Broncos,Raiders,0,12,15
12/13/2015,Buccaneers,Saints,0,17,24
12/13/2015,Bengals,Steelers,0,20,33
12/13/2015,Rams,Lions,1,21,14
12/13/2015,Bears,Redskins,0,21,24
12/13/2015,Eagles,Bills,1,23,20
12/13/2015,Browns,49ers,1,24,10
12/13/2015,Packers,Cowboys,1,28,7
12/13/2015,Jets,Titans,1,30,8
12/13/2015,Panthers,Falcons,1,38,0
12/13/2015,Jaguars,Colts,1,51,16
12/14/2015,Dolphins,Giants,0,24,31
12/17/2015,Rams,Buccaneers,1,31,23
12/19/2015,Cowboys,Jets,0,16,19
12/20/2015,Colts,Texans,0,10,16
12/20/2015,49ers,Bengals,0,14,24
12/20/2015,Ravens,Chiefs,0,14,34
12/20/2015,Jaguars,Falcons,0,17,23
12/20/2015,Eagles,Cardinals,0,17,40
12/20/2015,Raiders,Packers,0,20,30
12/20/2015,Seahawks,Browns,1,30,13
12/20/2015,Chargers,Dolphins,1,30,14
12/20/2015,Patriots,Titans,1,33,16
12/20/2015,Steelers,Broncos,1,34,27
12/20/2015,Redskins,Bills,1,35,25
12/20/2015,Giants,Panthers,0,35,38
12/20/2015,Vikings,Bears,1,38,17
12/21/2015,Saints,Lions,0,27,35
12/24/2015,Raiders,Chargers,1,23,20
12/26/2015,Eagles,Redskins,0,24,38
12/27/2015,Titans,Texans,0,6,34
12/27/2015,Dolphins,Colts,0,12,18
12/27/2015,Bills,Cowboys,1,16,6
12/27/2015,Chiefs,Browns,1,17,13
12/27/2015,Seahawks,Rams,0,17,23
12/27/2015,Falcons,Panthers,1,20,13
12/27/2015,Ravens,Steelers,1,20,17
12/27/2015,Buccaneers,Bears,0,21,26
12/27/2015,Jets,Patriots,1,26,20
12/27/2015,Lions,49ers,1,32,17
12/27/2015,Cardinals,Packers,1,38,8
12/27/2015,Saints,Jaguars,1,38,27
12/27/2015,Vikings,Giants,1,49,17
12/28/2015,Broncos,Bengals,1,20,17
1/3/2016,Cardinals,Seahawks,0,6,36
1/3/2016,Browns,Steelers,0,12,28
1/3/2016,Packers,Vikings,0,13,20
1/3/2016,Falcons,Saints,0,17,20
1/3/2016,49ers,Rams,1,19,16
1/3/2016,Dolphins,Patriots,1,20,10
1/3/2016,Bears,Lions,0,20,24
1/3/2016,Bills,Jets,1,22,17
1/3/2016,Chiefs,Raiders,1,23,17
1/3/2016,Cowboys,Redskins,0,23,34
1/3/2016,Bengals,Ravens,1,24,16
1/3/2016,Broncos,Chargers,1,27,20
1/3/2016,Texans,Jaguars,1,30,6
1/3/2016,Colts,Titans,1,30,24
1/3/2016,Giants,Eagles,0,30,35
1/3/2016,Panthers,Buccaneers,1,38,10
1/9/2016,Texans,Chiefs,0,0,30
1/9/2016,Bengals,Steelers,0,16,18
1/10/2016,Vikings,Seahawks,0,9,10
1/10/2016,Redskins,Packers,0,18,35
1/16/2016,Cardinals,Packers,1,26,20
1/16/2016,Patriots,Chiefs,1,27,20
1/17/2016,Broncos,Steelers,1,23,16
1/17/2016,Panthers,Seahawks,1,31,24
1/24/2016,Broncos,Patriots,1,20,18
1/24/2016,Panthers,Cardinals,1,49,15
2/7/2016,Broncos,Panthers,1,24,10
9/8/2016,Broncos,Panthers,1,21,20
9/11/2016,Seahawks,Dolphins,1,12,10
9/11/2016,Ravens,Bills,1,13,7
9/11/2016,Titans,Vikings,0,16,25
